name	pMAG_diversity	pMAG_rich	3-HP 4-HB pathway	3-HP bi-cycle	Ammonia oxidation	Ass_Diss sulfate reduction	Assimilatory nitrate reduction	C1 metabolism/Methanogenesis	CO-Oxidation (C1 metabolism)	Calvin Cycle	Coenzyme M biosynthesis	Denitrification	Dissimilatory nitrate reduction	Dissimilatory nitrite reduction	Dissimilatory sulfate reduction	Formaldehyde assimilation	H2 oxidation	Methane oxidation	Nit_Denitr_Dissimil_nitrate_red	Nitrification	Nitrogen fixation	Reductive citrate cycle	Sulfite oxidation	Thiosulfate oxidation SOX	Urea metabolism	Wood-Ljungdahl pathway	Autotrophy	Heterotrophy	Heterotrophy_aerobic_respiration	Heterotrophy_anaerobic_respiration	Mixotrophy_Autotrophy-Phototrophy	Mixotrophy_Heterotrophy-Autotrophy	Mixotrophy_Heterotrophy-Phototrophy	Mixotrophy_Other	None	Biofilm formation - Escherichia coli	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Vibrio cholerae	Biotin Tranport	Biotin biosynthesis	Chemotaxis	Cobalamin biosynthesis	DMSP	Flagella	Pili	Quorum Sensing	Thiamine biosynthesis, prokaryotes	thiamine transporter	vitamin B12 transport	eMAG_diversity	eMAG_rich	algMAG_diversity	algMAG_rich	vMAG_diversity	vMAG_rich	site_c	water_temp_c	ph_p_h	do_mg_l_1	do_sat_saturation	conductivity_u_s_cm_1	turb_ntu	lat_sn_dd	lon_sn_dd	ele_sn_m	max_el_m	mean_el_m	sn_sp_dist_m	sn_sp_ele_m	gl_sa_km2	gl_cov_percent	gl_a_km2	chla_ug_g_1	n3_srp_ug_l_1	n4_nh4_ug_l_1	n5_no3_ug_l_1	n6_no2_ug_l_1	sba_cells_g_1
GL109_UP	4.733905318	202	0.184465857	0.028851415	0.002934984	0.037497284	0.015510029	0.067011619	0.141798673	0.01674818	0.006375131	0.016618663	0.022077164	0.02648004	0.020825528	0.028695247	0.001169675	3.83E-04	0.079248609	0.010075186	5.06E-04	0.117582698	0.008815198	0.055590026	0.105638465	0.002812866	0.013599527	0.052776397	0.159644586	0.001072694	0.014880897	0.653779931	0.018013195	0.061575938	0.024656835	0.121942225	0.191703076	0.232231109	0.001236012	0.018296921	0.127077609	0.035263594	0.018918242	0.165287812	0.022258788	2.44E-02	0.057308716	0.00524174	0.0029903	1.715809566	6	1.991481389	8	5.450430224	827	Nepal	0.139761942	2.340362457	2.558002205	4.988389685	5.635503634	5.004842548	28.6391	84.0433	8.311521121	8.853593997	8.540519017	4.987025428	2.862200881	0.227135573	-1.427116356	1.795249372	-6.195462059	0.242946179	2.364620484	4.640247713	1.009781075	13.2409641
GL111_DN	4.946868154	229	0.236690172	0.020908379	0.001533442	0.035736398	0.020752581	0.067137729	0.116415822	0.019346692	0.004302641	0.013693793	0.021370926	0.028606913	0.01261281	0.034245941	5.64E-04	2.35E-05	0.080606845	0.009686033	0.00112752	0.096158358	0.010322676	0.070368996	0.093259114	4.53E-04	0.009338177	0.111836624	0.213423178	2.32E-04	0.017377319	0.525908519	0.025238896	0.077636325	0.019009001	0.11734415	0.174845111	0.198380891	0.001815381	0.015944	0.143342069	0.038826277	0.021221124	0.195847234	0.021853677	8.52E-03	0.061482057	0.004692813	0.004320064	0	1	0	1	5.440882677	947	Nepal	-2.995732274	2.344014903	2.430978308	4.97535348	6.710766685	2.031145855	28.7789	83.9539	8.582325286	8.807845847	8.675563527	6.389401389	4.757891273	0.42199441	-0.916290732	1.405930553	-4.733869501	0.527682741	4.557239652	3.861781789	0.288931292	16.6339323
GL114_DN	4.876131347	211	0.18593263	0.023803558	0.002682588	0.039489428	0.018318055	0.074306972	0.10830889	0.02302294	0.003424463	0.020499261	0.028076224	0.028930992	0.030855039	0.027345185	0.002082709	4.12E-04	0.093020112	0.009929374	4.84E-04	0.098194937	0.012313038	0.066586074	0.095651791	0.003271968	0.010613352	0.081106229	0.172127277	6.70E-04	0.009430216	0.623668044	0.019004397	0.065224189	0.018156563	0.121672696	0.183908595	0.215519069	0.001496294	0.014357624	0.118489878	0.039370469	0.017956186	0.192182299	0.025185237	1.26E-02	0.058339077	0.007980045	0.003416167	0.65597389	2	0.889754479	3	4.799253581	911	Nepal	0.97455964	2.334471282	2.396985768	4.974662634	6.304814366	1.821446742	28.7729	83.9963	8.559198486	8.79883204	8.690978417	5.55101972	5.461710913	0.852285402	-0.371063681	1.265221043	-9.536763273	0.178146185	2.69934576	4.312944473	-0.015113638	14.97413169
GL114_UP	4.852769068	208	0.171161604	0.024672573	0.003412003	0.040726882	0.018792166	0.069558222	0.122102995	0.026166827	0.00464306	0.02225036	0.025359726	0.028748535	0.033662073	0.026692807	0.001919763	4.10E-04	0.096419917	0.009702303	3.63E-04	0.099169902	0.010600828	0.058376119	0.099145205	0.002826377	0.013993014	0.058459451	0.181821382	0.001201022	0.009670453	0.634585378	0.019619255	0.058887657	0.021762389	0.121211465	0.184943372	0.217710356	0.001181241	0.01519704	0.123946376	0.039761374	0.016676756	0.178984355	0.026076378	1.58E-02	0.06449806	0.006374964	0.003279905	1.346132884	10	1.182089859	4	5.315097951	731	Nepal	0.667829373	2.336213274	2.415020522	4.981549713	6.38553161	1.470214005	28.7729	83.9963	8.559198486	8.79883204	8.690978417	3.749504076	4.548599834	0.852285402	-0.274436846	1.170720214	-7.660546312	0.460584407	2.508785924	4.470952844	0.633927821	15.08447843
GL115_DN	4.763238849	213	0.198374906	0.016003512	0.009394608	0.041920107	0.019752049	0.059434843	0.118231158	0.009950839	0.009617554	0.026537422	0.013191872	0.029815109	0.001109914	0.026808441	4.87E-04	8.97E-04	0.044256686	0.011918867	0.00101875	0.141080535	0.014408519	0.076165219	0.124113125	0.003117723	0.005452126	0.071582785	0.213698549	9.95E-04	0.005877034	0.571099863	0.017133608	0.048989977	0.065170702	0.123791888	0.178063236	0.232773944	8.38E-04	0.021435845	0.116549618	0.026595662	0.014202003	0.21429515	0.018849174	1.09E-02	0.044102177	0.005429312	0.002965052	2.263086062	16	2.635820601	21	5.652954826	981	Nepal	2.034705648	2.288080407	2.3580198	4.985659308	3.258096538	1.041786878	27.8311	86.8343	8.486424658	8.818852131	8.65434303	6.560323202	5.570251082	1.872571112	-1.30933332	3.280355798	-1.437970209	1.760440786	2.385086315	4.426282726	-0.25489225	14.95256343
GL115_UP	4.998379137	254	0.236074067	0.020672578	0.001849103	0.038355997	0.020293664	0.060603589	0.120610226	0.00848606	0.007498195	0.021545091	0.012909918	0.030443863	0.001108191	0.028935384	3.43E-04	2.07E-04	0.046137735	0.010534266	0.00211429	0.123806786	0.014536498	0.083663279	0.103614927	8.60E-04	0.00626594	0.052499741	0.253408663	0.001761973	0.016842486	0.546570798	0.029125738	0.05477581	0.038748851	0.12243053	0.187666159	0.221995528	7.04E-04	0.019404238	0.120015535	0.035157991	0.021863795	0.187595611	0.021475544	6.67E-03	0.050873213	0.006856602	0.003894292	1.989917281	8	1.559316662	5	5.71865123	1210	Nepal	-0.287682072	2.270061901	2.463853241	4.97535348	3.27336401	3.170351325	27.8311	86.8343	8.486424658	8.818852131	8.65434303	6.524296251	4.649187071	1.872571112	-1.171182982	3.159877979	-2.844476345	0.024692613	3.289147878	5.003677814	0.408792898	15.21022554
GL116_DN	5.036141023	231	0.232038695	0.026515529	0.00446431	0.040430161	0.016804833	0.055366507	0.113104646	0.010435942	0.008064715	0.022135962	0.014782107	0.026005456	0.005090799	0.030664454	0.00129718	4.98E-04	0.049795997	0.008952409	6.16E-04	0.133806681	0.014696278	0.0729791	0.104001391	0.001366936	0.023335142	0.037106474	0.302429465	1.11E-04	0.025208105	0.480751755	0.032913645	0.071493892	0.026650886	0.125831716	0.180797181	0.223727778	0.001756848	0.018429437	0.127716409	0.034216931	0.020846095	0.183791007	0.018587247	2.28E-02	0.052455226	0.008067077	0.003549487	2.250949259	16	2.406743861	17	5.715236354	1370	Nepal	0.854415328	2.295359048	2.423917378	4.982921456	3.63758616	4.072339892	27.9014	86.8792	8.52605382	9.027078373	8.682538124	7.459626872	5.688668837	2.346123395	-0.733969175	3.145608115	-4.139868908	0.347129531	2.753660712	4.752468873	-1.63475572	14.08187549
GL116_UP	4.970283046	228	0.272456694	0.04118057	0.001653314	0.050674462	0.018234357	0.072559539	0.097245887	0.011665247	0.004073654	0.012885716	0.013131755	0.031504195	0.00468629	0.035457095	0.001691012	1.61E-04	0.048583232	0.006802405	0.002100526	0.122961392	0.010999842	0.056254969	0.07858158	9.11E-04	0.007238549	0.046568255	0.333866169	1.34E-04	0.019355548	0.465179166	0.047786121	0.05476067	0.025111195	0.118230723	0.160638403	0.194165139	0.002289621	0.016840704	0.140628881	0.035045579	0.024047641	0.212044509	0.017076249	2.72E-02	0.071763115	0.004242426	0.00271474	2.212174541	17	2.526218001	23	5.381558524	1236	Nepal	-0.287682072	2.414662996	2.428336298	4.959342	3.563882964	4.217732601	27.9014	86.8792	8.52605382	9.027078373	8.682538124	6.736373662	4.686750173	2.346123395	-0.713349888	3.13244915	-3.383261024	0.053540767	2.622492313	4.721084811	0.194744077	14.00881606
GL117_DN	4.910557528	206	0.227913545	0.028416725	0.004010825	0.037363213	0.01770557	0.059090707	0.116483475	0.007495397	0.009155754	0.016720388	0.018198749	0.028772001	0.00929691	0.032057936	0.001162551	4.98E-04	0.066952823	0.009236334	0.001223407	0.131953656	0.011600983	0.05836504	0.1003847	0.002940286	0.005887794	0.041978725	0.318641605	6.38E-04	0.019495956	0.484318017	0.032975403	0.044756914	0.051307567	0.114746648	0.183439651	0.226832705	0.003168139	0.023405192	0.134007167	0.03765153	0.019366602	0.15980491	0.018374742	5.17E-02	0.068856047	0.006611627	0.003218411	2.054883638	10	2.591389691	18	5.705240973	1212	Nepal	0.139761942	2.327960399	2.385086315	4.950177325	4.094344562	3.15129139	27.9153	86.8665	8.560731493	8.993116763	8.682029434	7.809744226	5.705447754	1.600397168	-0.994252273	2.667510806	-4.573785091	-0.168418652	2.753660712	4.786908239	-0.486133011	14.80997476
GL117_UP	4.837221134	235	0.190021204	0.019450457	0.005102739	0.039691754	0.01984064	0.07651231	0.112734253	0.015709514	0.011614658	0.023065169	0.012909781	0.028895915	0.005452251	0.031015548	0.001771213	7.73E-04	0.048727513	0.009955285	4.64E-04	0.143577599	0.017153776	0.068785606	0.110620739	0.002683872	0.01068021	0.026905276	0.284242409	0.001796409	0.016659923	0.542413593	0.019099603	0.03112872	0.067073857	0.118852016	0.178360415	0.231548952	0.001340165	0.023094026	0.141580596	0.025625077	0.012888129	0.188272385	0.015666696	3.32E-02	0.052274774	0.006915754	0.003248902	1.373962345	24	2.264668451	22	5.921939237	1294	Nepal	0.438254931	2.349086927	2.410542234	4.971894466	4.080921542	3.040962776	27.9153	86.8665	8.560731493	8.993116763	8.682029434	6.26053703	5.156177599	1.600397168	-0.967584026	2.665654747	-4.228253535	0.014888612	2.618125494	4.749357106	1.608437412	14.26949426
GL119_DN	4.922220677	222	0.203475823	0.016531219	0.010345195	0.042100341	0.015894282	0.066314674	0.11547481	0.008596099	0.00479568	0.026905713	0.013201766	0.032087439	0.003312744	0.026493086	8.49E-04	0.001104691	0.049144333	0.01253156	6.95E-04	0.133817553	0.011969959	0.061227852	0.134510391	0.004709741	0.005515563	0.062587247	0.19024161	0.00103141	0.007608012	0.578716107	0.01748955	0.071295398	0.065515103	0.12664749	0.177891975	0.22037485	0.002382619	0.018896282	0.130175217	0.029742382	0.017311117	0.198790105	0.019378859	7.50E-03	0.046267533	0.009421348	0.002645214	2.184752937	17	2.342182894	21	5.486822618	1309	Nepal	1.695615609	2.287369927	2.404238747	4.988389685	4.21508618	3.398458635	27.9141	86.7999	8.440420133	8.829006743	8.613775289	6.492997124	6.323462503	0.515813165	-1.108662625	1.706599468	-0.654751284	0.062974799	3.100542638	4.79785453	0.227135573	15.02754937
GL119_UP	4.649580242	186	0.200946565	0.018929283	0.010321722	0.036643898	0.016783902	0.065714681	0.128101901	0.009485795	0.004976792	0.024477332	0.010316797	0.033258933	0.005144851	0.026479483	6.97E-04	0.001194411	0.051873878	0.011274144	7.92E-04	0.138826944	0.009207553	0.054629646	0.132606904	0.005430723	0.008182866	0.045217179	0.182887506	0.001045479	0.006323752	0.577687038	0.019142937	0.095349196	0.064164046	0.125140687	0.186481413	0.227641542	0.001447458	0.019674255	0.111864071	0.033161339	0.017805115	0.189784496	0.022242196	4.88E-03	0.055151568	0.006832265	0.002724803	2.064164669	18	2.566011199	28	5.160745156	1187	Nepal	1.53686722	2.201659174	2.342766883	4.916324615	4.220977213	3.658785129	27.9141	86.7999	8.440420133	8.829006743	8.613775289	5.391352233	6.046189447	0.515813165	-0.967584026	1.570100024	-1.066431215	0.340037303	2.885917408	4.758663507	-0.588787165	13.8999554
GL11_Down	4.795431804	226	0.214425777	0.022833107	0.002879315	0.033911494	0.018663714	0.067205995	0.119385495	0.030455995	0.004976901	0.012881425	0.012641175	0.029275743	0.002992574	0.027464507	2.89E-04	2.86E-04	0.045141334	0.010372921	8.45E-04	0.12183405	0.01439668	0.074243654	0.127444091	9.54E-04	0.01737392	0.050145362	0.257562051	0.001365233	0.01096951	0.496723247	0.026305416	0.112249456	0.027305804	0.123409169	0.184596481	0.213720032	8.00E-04	0.016551138	0.126542589	0.032673174	0.023586971	0.198461299	0.023409725	8.28E-03	0.04843215	0.003895698	0.003838843	1.503048992	5	1.740608023	11	5.305647645	988	New_Zealand	1.695615609	2.506341931	2.651127054	4.978112102	2.954910279	0.667829373	-44.465	168.624	7.570185487	7.840903128	7.73280753	6.348264483	5.427150238	-0.832409248	-0.527632742	-0.248461359	-3.644193166	NA	NA	NA	NA	18.19936521
GL11_UP	4.750037201	231	0.215337084	0.021485484	0.00245039	0.033259424	0.018965068	0.066840699	0.117905473	0.037669979	0.004497845	0.012236608	0.013276104	0.030501506	0.002641421	0.02755751	4.07E-04	1.97E-04	0.049577648	0.009914694	7.72E-04	0.111753879	0.015369321	0.076269576	0.125960948	6.96E-04	0.017230337	0.04864617	0.265638651	9.56E-04	0.011601978	0.487652986	0.028706511	0.119733534	0.019834075	0.125234312	0.187182468	0.210603653	8.13E-04	0.015075574	0.128599206	0.034888777	0.024510133	0.192452161	0.024001736	5.70E-03	0.048413199	0.00368667	0.004482365	1.256684393	5	1.824071013	10	5.286337893	1187	New_Zealand	1.08180517	2.506341931	2.67896462	4.972587226	2.687847494	1.423108334	-44.465	168.624	7.570185487	7.840903128	7.73280753	5.769882276	4.840242308	-0.832409248	-0.415515444	-0.356674944	-4.559788491	1.815638743	3.333988632	2.063058062	NA	18.12088999
GL121_DN	4.985525353	225	0.236922351	0.019955546	0.005097275	0.036277748	0.016857278	0.057791927	0.127808018	0.007849704	0.0059357	0.019796017	0.016449429	0.025099369	0.001791369	0.028540772	1.73E-04	1.97E-04	0.078429029	0.00860866	0.001234253	0.12763446	0.011318971	0.060375111	0.100614142	0.001629636	0.014782637	0.050167056	0.224742406	4.26E-04	0.01993418	0.574879215	0.022888672	0.068031986	0.024147432	0.126057469	0.180190248	0.217378591	0.001333054	0.016743948	0.129422076	0.031563078	0.023099366	0.190405322	0.020762421	1.51E-02	0.052392513	0.007337118	0.003163753	1.580353374	5	1.024439408	3	5.589902674	1176	Kirghizistan	1.238374231	2.328934868	2.526528324	4.979488565	4.151039906	2.92730567	42.50505	74.50538	8.179059575	8.506031127	8.362875831	6.422434946	4.283586562	1.546498113	-0.994252273	2.628063547	-3.301957207	0.579418415	2.83085763	6.253040039	2.729485482	17.80925442
GL121_UP	5.070490398	234	0.258485468	0.025795981	0.001925958	0.04015849	0.017594128	0.055516634	0.113451046	0.008974794	0.00440614	0.014461152	0.015055574	0.031105442	0.002426429	0.030848002	2.71E-04	8.24E-05	0.071175422	0.007886256	0.001315824	0.120339204	0.014123038	0.066921422	0.092771469	6.31E-04	0.013999222	0.042649111	0.267930095	3.90E-04	0.032421231	0.509962659	0.042593756	0.067294192	0.022759664	0.124851083	0.176355	0.21453053	0.001474036	0.017279976	0.128581191	0.041039385	0.027115077	0.180583414	0.022356664	1.47E-02	0.057298944	0.004156746	0.004230506	2.157853055	15	2.799285051	27	5.565485334	1180	Kirghizistan	0.559615788	2.339880878	2.54474665	4.973279508	4.154184563	3.001837598	42.50505	74.50538	8.179059575	8.506031127	8.362875831	4.363098625	1.704748092	1.546498113	-0.967584026	2.596013374	-5.621298104	0.194744077	3.068517943	6.289381563	3.77149577	15.73494746
GL122_DN	4.302919279	155	0.281446966	0.026272923	2.30E-04	0.03197061	0.01952226	0.070807309	0.119569778	0.014805531	0.001941234	0.017168342	0.009821249	0.027931908	8.32E-04	0.030123708	3.76E-04	6.61E-06	0.053947435	0.007866493	0.002608237	0.08320822	0.016719936	0.080311525	0.099260665	1.09E-04	0.001550026	0.108936802	0.225021022	7.16E-05	0.024521112	0.471085167	0.077984119	0.057536843	0.03329333	0.109975484	0.186631905	0.205162484	0.001078186	0.015555151	0.144451071	0.03980416	0.018695045	0.178784273	0.027964215	3.23E-03	0.060243857	0.006223999	0.005397907	0.534458425	4	0.673387111	2	5.448365733	1066	Kirghizistan	-0.287682072	2.314019471	2.576421759	4.982921456	2.778819272	5.261714584	42.47549	74.48291	8.187994439	8.466636468	8.343553835	5.650733254	4.424846632	1.674288885	-0.446287103	2.165687814	-3.313353029	0.953586517	2.93385687	5.153118169	3.83265507	16.04819644
GL122_UP	4.595083552	178	0.280693181	0.029856669	5.15E-04	0.035433433	0.019651389	0.06788806	0.104768431	0.015300124	0.002198848	0.012785641	0.010053339	0.029091067	0.001774261	0.032283917	0.001470869	1.92E-05	0.05449912	0.00704457	0.003811202	0.086022855	0.014518183	0.094125574	0.092245316	2.02E-04	0.002411346	0.08902548	0.258164064	6.71E-05	0.028347619	0.456936814	0.084513643	0.066640659	0.013893274	0.109642231	0.186027438	0.206422546	9.55E-04	0.019559438	0.147024705	0.040404344	0.022955726	0.159280562	0.023769096	1.27E-02	0.074160434	0.005079823	0.004591285	0.902303238	5	0.667825225	2	5.312789476	1087	Kirghizistan	-1.049822124	2.398531434	2.576421759	4.978800571	3.414442608	5.927545301	42.47549	74.48291	8.187994439	8.466636468	8.343553835	1.252762968	-0.693147181	1.674288885	-0.400477567	2.116115023	-4.486513932	1.002468428	2.723267167	5.560373891	2.91316555	14.67140365
GL124_UP	4.277567044	154	0.270576422	0.02675856	0.001039023	0.030978577	0.019640737	0.074310192	0.116808326	0.016788014	0.002435115	0.021940032	0.012543628	0.026043531	2.68E-04	0.030137038	3.87E-04	0	0.059909903	0.008180635	0.002208937	0.07908339	0.016325237	0.083845198	0.096802297	6.26E-05	0.00302339	0.088446891	0.222669023	3.12E-05	0.015164592	0.482031019	0.08338443	0.069407623	0.035841822	0.110807099	0.177345326	0.19734984	0.00148461	0.014359409	0.146139825	0.040999089	0.018574356	0.199593468	0.027432613	9.39E-03	0.053912857	0.006435797	0.005471809	1.379161951	4	0	1	5.226966326	919	Kirghizistan	-0.597837001	2.476454363	2.565718293	4.980176087	2.797281335	6.228331698	42.43821	74.4596	8.226707192	8.414384971	8.326274787	2.351375257	-0.693147181	0.395414772	-0.261364764	0.709859744	-1.959494769	0.91027266	2.935982269	1.615419984	-0.192371893	17.54351697
GL126_DN	4.908574017	216	0.20887575	0.020872501	0.011723988	0.035095048	0.016696466	0.0693979	0.116897063	0.010762845	0.006149792	0.029046582	0.020912851	0.032474351	0.009199361	0.02954379	6.03E-04	3.01E-04	0.08372363	0.009102068	4.67E-04	0.112583364	0.008312393	0.052279946	0.107315137	0.003152015	0.012431161	0.057943099	0.204015671	0.001215444	0.013940965	0.610418641	0.016483998	0.04092349	0.042627531	0.119523317	0.175390536	0.220164276	0.001676291	0.021767794	0.13398088	0.031901365	0.018855577	0.183776665	0.021136148	1.24E-02	0.06281824	0.006091653	0.002793664	1.389984438	5	1.079772928	4	5.020025442	740	Norway	1.398716881	2.378434405	2.470638678	4.982921456	4.623010104	6.141686376	39.47114	72.89675	8.353850393	8.541202644	8.442685139	7.155005906	5.280662431	0.144100344	-0.891598119	1.106928281	-5.507162134	1.273965176	2.824350657	5.11937011	1.632177399	16.48562864
GL127_UP	4.575685925	157	0.221906415	0.020259995	0.005163073	0.031753203	0.01365573	0.067289879	0.119361599	0.008681375	0.004744113	0.019786344	0.024629112	0.023284662	0.008045419	0.030767265	1.33E-04	1.40E-04	0.089830432	0.010602878	5.59E-04	0.120679134	0.00834994	0.047703207	0.117233537	0.001958615	0.009494889	0.068880696	0.195086933	0.001363198	0.021411301	0.593854134	0.013761414	0.065802426	0.03034501	0.120784456	0.178262761	0.213064362	0.002675704	0.017643533	0.142477856	0.034709074	0.02475596	0.17508686	0.022399129	3.62E-03	0.058126804	0.007088652	0.002888637	2.036254792	9	2.162071537	10	4.836738887	777	Kirghizistan	-1.203972804	2.330589289	2.524928324	4.979488565	6.904951352	1.754845108	39.43454	72.88872	8.402567666	8.532771221	8.471358655	7.083807223	5.570251082	0.034401427	-1.237874356	1.399172827	-3.454684491	-0.046043939	2.928523524	6.103274222	1.402413743	16.4347094
GL12_Down	4.884727549	211	0.204738441	0.021414912	0.003995881	0.036792127	0.017565366	0.058450024	0.122739034	0.022583649	0.005096893	0.014055704	0.015245179	0.030454072	0.00975342	0.027573871	8.24E-04	6.03E-04	0.055772626	0.010799859	7.02E-04	0.120905039	0.014484231	0.074546804	0.124902488	0.001465836	0.009772947	0.050977905	0.262098676	0.001232568	0.012062664	0.528942779	0.018382709	0.08225663	0.034273121	0.125200223	0.179119936	0.222910451	0.001097941	0.015312273	0.129529989	0.034530479	0.019745908	0.194548648	0.022447822	8.51E-03	0.046590592	0.005480022	0.003400664	0	1	0.807473351	3	4.992992852	801	New_Zealand	1.953027617	2.477378383	2.69934576	4.992471323	3.735285827	2.1102132	-44.4694	168.7206	7.374942446	7.993113452	7.776535028	7.220739534	6.480811139	0.680568398	-0.210721031	0.932164081	-5.859717245	NA	NA	NA	NA	16.39833359
GL12_DownB	4.957283689	235	0.206205337	0.021504403	0.004150106	0.037056574	0.017783679	0.059487911	0.123951303	0.021841283	0.005077131	0.014005549	0.015046116	0.03002523	0.009155186	0.027904317	7.41E-04	5.94E-04	0.054589737	0.010883035	7.45E-04	0.120277549	0.014862744	0.07545148	0.122839283	0.001368634	0.010206033	0.05197105	0.261325545	0.001322707	0.012192772	0.529697175	0.018662431	0.081176725	0.033445562	0.124856536	0.179700194	0.221911979	0.001075578	0.015010745	0.129635149	0.034911256	0.019759699	0.195088717	0.022245391	7.34E-03	0.046832016	0.005445864	0.003453512	0	1	1.256436501	5	5.086353979	896	New_Zealand	1.953027617	2.477378383	2.69934576	4.992471323	3.735285827	2.1102132	-44.4694	168.7206	7.374942446	7.993113452	7.776535028	7.220739534	6.480811139	0.680568398	-0.210721031	0.932164081	-5.859717245	NA	NA	NA	NA	16.39833359
GL12_Up	4.948739468	234	0.206134204	0.02170057	0.003907393	0.036424119	0.017099864	0.057475684	0.120999904	0.022606548	0.005118528	0.013743974	0.016226946	0.029552221	0.011954857	0.027694957	8.22E-04	5.87E-04	0.061168967	0.010734465	6.35E-04	0.119663513	0.014881659	0.076488447	0.118795635	0.001382727	0.01155578	0.050802452	0.250291695	0.001392613	0.012451634	0.541750184	0.020111698	0.078524764	0.03311918	0.124494674	0.183085005	0.225278344	0.001001499	0.015036417	0.125386543	0.034508278	0.019806113	0.192521022	0.023249594	8.05E-03	0.046865556	0.005109094	0.003577332	1.096108593	3	1.730101007	8	4.633728996	941	New_Zealand	1.894616855	2.477378383	2.69934576	4.989071116	4.203198967	2.297572551	-44.4694	168.7206	7.374942446	7.993113452	7.776535028	6.762151305	6.430525605	0.680568398	-0.186329578	0.916290732	-5.893029799	1.831781144	0.810930216	3.07130346	NA	16.46974116
GL130_DN	4.681127728	174	0.216518841	0.02420487	0.007551181	0.039417698	0.014874633	0.062626517	0.105139265	0.018780059	0.005742549	0.022867266	0.022306408	0.026329001	0.021041028	0.03008546	3.21E-04	1.90E-04	0.072445217	0.010227595	6.16E-04	0.124047332	0.00823665	0.052766448	0.107990356	0.002145392	0.014250862	0.081692027	0.222541304	6.98E-04	0.021369675	0.568676688	0.017174175	0.035526125	0.038070894	0.116063032	0.17819872	0.21994253	0.001668716	0.018834929	0.164308386	0.030170837	0.019325046	0.162042713	0.023310068	5.62E-03	0.059667169	0.003561663	0.00284996	0	1	0	0	5.450441777	921	Kirghizistan	1.115141591	2.373509431	2.499795262	4.984291319	4.279440046	6.101507707	41.8242	78.15469	8.310783839	8.540421318	8.423541635	7.405191666	4.791649753	1.632177399	-0.579818495	2.266651651	-3.885329956	1.192406168	2.730463796	4.504576071	0.258510695	17.05253199
GL130_UP	4.830239994	206	0.239062799	0.023753029	0.003086388	0.035678967	0.018338452	0.05425828	0.105919845	0.015528918	0.00446426	0.020126591	0.020748983	0.024930684	0.008169257	0.027827231	0.001192811	1.35E-05	0.082662959	0.007753067	0.002117277	0.109832557	0.013144795	0.072178887	0.104198756	4.95E-04	0.009727023	0.112354232	0.227758093	8.99E-04	0.016926113	0.521648975	0.032615513	0.048059798	0.030010975	0.117609025	0.181026788	0.21758957	0.00160135	0.018617424	0.143399496	0.036777995	0.021510538	0.174469421	0.023925363	1.33E-02	0.054989543	0.003793798	0.004557056	0.689634486	2	0	1	5.292487843	909	Kirghizistan	1.558144618	2.343055026	2.454447442	4.981549713	5.799698531	5.595635116	41.8242	78.15469	8.310783839	8.540421318	8.423541635	3.725693427	1.252762968	1.630220452	-0.314710745	1.989539536	-2.924204801	1.152153056	2.753660712	5.399157681	0.749054812	15.62690889
GL132_DN	4.880160115	206	0.270522585	0.02673719	0.002101013	0.035156925	0.019209258	0.053355334	0.115187051	0.011159026	0.005130805	0.0157213	0.018519368	0.024656257	0.002588048	0.028924386	7.79E-04	3.39E-06	0.07734491	0.006941647	0.00171614	0.098649758	0.017173547	0.081791122	0.080578451	2.70E-04	0.008543621	0.082086956	0.249517256	2.69E-04	0.016278556	0.502762264	0.045436637	0.068792776	0.026312733	0.112568383	0.182142512	0.229547576	0.001397617	0.015791251	0.126506806	0.050190709	0.026239121	0.153597938	0.025635041	1.45E-02	0.065204879	0.004366994	0.006666339	1.70254726	7	2.205729163	11	5.511239312	1200	Kirghizistan	0.936093359	2.338917022	2.499795262	4.987025428	4.322807275	5.329334328	41.80019	78.13431	8.323001462	8.50704184	8.412277021	6.328829243	4.241326753	0.607044482	-0.634878272	1.29443644	-1.465211819	0.503801009	3.182626692	5.18503668	-0.486133011	17.01566083
GL132_UP	4.453878406	138	0.277371098	0.029337888	0.001068384	0.032227112	0.016489215	0.045336869	0.10022704	0.006238429	0.003790903	0.011380218	0.0182094	0.029839839	0.001185399	0.027064798	7.39E-04	0	0.098582407	0.00725171	0.003189684	0.089134316	0.023972128	0.074397186	0.097681367	1.73E-04	0.006120163	0.082175562	0.299932006	5.19E-04	0.017257439	0.453418717	0.067271732	0.049242293	0.024062825	0.115009356	0.186866386	0.238433609	8.07E-04	0.015920551	0.118123641	0.053414351	0.023583962	0.145627798	0.027600058	5.73E-03	0.065465805	0.002620271	0.006470368	0.67602813	2	0	0	4.326406337	758	Kirghizistan	0.438254931	2.362362297	2.470638678	4.945207489	5.136974216	3.087444625	41.80019	78.13431	8.323001462	8.50704184	8.412277021	4.579852378	3.113515309	0.607044482	-0.510825624	1.166405196	-2.408493348	0.004987542	3.491951745	5.734150011	-0.088831214	17.45089962
