name	pMAG_diversity	pMAG_rich	3-HP 4-HB pathway	3-HP bi-cycle	Ammonia oxidation	Ass_Diss sulfate reduction	Assimilatory nitrate reduction	C1 metabolism/Methanogenesis	CO-Oxidation (C1 metabolism)	Calvin Cycle	Coenzyme M biosynthesis	Denitrification	Dissimilatory nitrate reduction	Dissimilatory nitrite reduction	Dissimilatory sulfate reduction	Formaldehyde assimilation	H2 oxidation	Methane oxidation	Nit_Denitr_Dissimil_nitrate_red	Nitrification	Nitrogen fixation	Reductive citrate cycle	Sulfite oxidation	Thiosulfate oxidation SOX	Urea metabolism	Wood-Ljungdahl pathway	Autotrophy	Heterotrophy	Heterotrophy_aerobic_respiration	Heterotrophy_anaerobic_respiration	Mixotrophy_Autotrophy-Phototrophy	Mixotrophy_Heterotrophy-Autotrophy	Mixotrophy_Heterotrophy-Phototrophy	Mixotrophy_Other	None	Biofilm formation - Escherichia coli	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Vibrio cholerae	Biotin Tranport	Biotin biosynthesis	Chemotaxis	Cobalamin biosynthesis	DMSP	Flagella	Pili	Quorum Sensing	Thiamine biosynthesis, prokaryotes	thiamine transporter	vitamin B12 transport	eMAG_diversity	eMAG_rich	algMAG_diversity	algMAG_rich	vMAG_diversity	vMAG_rich	site_c	water_temp_c	ph_p_h	do_mg_l_1	do_sat_saturation	conductivity_u_s_cm_1	turb_ntu	lat_sn_dd	lon_sn_dd	ele_sn_m	max_el_m	mean_el_m	sn_sp_dist_m	sn_sp_ele_m	gl_sa_km2	gl_cov_percent	gl_a_km2	chla_ug_g_1	n3_srp_ug_l_1	n4_nh4_ug_l_1	n5_no3_ug_l_1	n6_no2_ug_l_1	sba_cells_g_1
GL133_DN	5.040253542	235	0.23493136	0.025972902	0.004835599	0.034911504	0.015979521	0.06733093	0.106575119	0.014431268	0.008341069	0.019267368	0.018578824	0.025477493	0.003730973	0.033204167	4.39E-04	1.22E-04	0.076377609	0.0083845	0.000987215	0.119212738	0.011802369	0.072690507	0.091455108	0.00108663	0.016838488	0.075019378	0.24814828	6.39E-04	0.01892384	0.530516105	0.027447793	0.05325726	0.02920977	0.118688629	0.18016478	0.21450163	0.001978974	0.0199253	0.14305132	0.036299368	0.020033794	0.176723279	0.020819373	1.05E-02	0.058312607	0.005472101	0.003924231	1.261145106	9	1.842743615	14	5.510758586	1118	Kirghizistan	1.398716881	2.358965426	2.467251715	4.983606622	4.314817885	4.386274226	41.88792	77.68787	8.324942504	8.473763633	8.410943392	5.629418059	4.639571613	-0.644357016	-0.478035801	-0.101748159	-1.072482839	1.120047569	2.587011873	5.817825191	1.884794335	17.340603
GL133_UP	4.424143104	128	0.276254895	0.029992438	0.001434838	0.033641154	0.015199236	0.047983894	0.096275244	0.005702702	0.004513696	0.012159138	0.017116858	0.029486215	0.001774355	0.028128779	7.88E-04	5.43E-06	0.103304539	0.006883305	0.003224288	0.093599786	0.023443977	0.06777464	0.096153231	3.52E-04	0.00745396	0.090487867	0.299027061	9.62E-04	0.019582526	0.447117642	0.065801887	0.043462286	0.026104805	0.116150759	0.187215165	0.235495775	7.22E-04	0.016716383	0.119448144	0.052232836	0.02261017	0.147888363	0.027154162	3.19E-03	0.065925928	0.002597198	0.005811327	0.680564641	2	0	0	4.349269244	753	Kirghizistan	-1.897119985	2.418143434	2.503073954	4.955827058	4.443827036	3.665382807	41.88792	77.68787	8.324942504	8.473763633	8.410943392	0.405465108	-0.693147181	-0.644357016	-0.328504067	-0.265860569	0.492142065	1.093599747	3.229222117	5.92836499	1.298828335	17.92352813
GL135_DN	4.729116979	173	0.271713001	0.02143365	5.55E-04	0.03292758	0.018274411	0.05387704	0.115697813	0.006545706	0.004395191	0.015360445	0.019662953	0.025620024	7.07E-04	0.028469451	4.58E-04	1.07E-06	0.084437109	0.007277088	0.003445699	0.094964513	0.016124903	0.074132336	0.098635676	1.08E-04	0.007657954	0.074036312	0.269064122	2.53E-04	0.021531299	0.485440588	0.04309999	0.078621044	0.020295387	0.117858267	0.174754093	0.216173157	0.001876963	0.014247517	0.130846742	0.042799186	0.023738151	0.183490894	0.028044313	1.24E-02	0.056812421	0.004036619	0.005197782	0.676309749	2	0	0	5.213245701	1001	Kirghizistan	-0.430782916	2.369308725	2.522523513	4.97742316	5.106551351	1.699465802	41.79839	77.7495	8.331224994	8.486630886	8.416488487	4.894101478	3.238678452	-0.005012542	-0.494296322	0.543130942	-0.255108696	-0.015113638	2.871868286	6.499892298	1.21045177	17.34649602
GL135_UP	4.60073196	161	0.276219971	0.020440517	7.29E-04	0.032805614	0.019626598	0.05043242	0.11396017	0.006092351	0.003641916	0.013577198	0.021625983	0.026202733	4.17E-04	0.0282893	4.52E-04	0	0.080628131	0.007686341	0.003426887	0.092760795	0.01737141	0.076118449	0.102665555	6.22E-05	0.005532456	0.111186895	0.272269354	2.14E-04	0.019966107	0.453661672	0.042136495	0.074506131	0.020526703	0.117049956	0.178624065	0.215475979	0.001631924	0.013595229	0.137534194	0.039881673	0.022916727	0.186505462	0.026993806	1.01E-02	0.05165698	0.002982746	0.005050641	0.68103998	2	0	0	5.154941866	964	Kirghizistan	-0.798507696	2.363868321	2.500615943	4.951592753	5.19462213	1.470951866	41.79839	77.7495	8.331224994	8.486630886	8.416488487	2.251291799	-0.693147181	-0.005012542	-0.415515444	0.462242338	-0.442000219	-0.393042588	3.353057006	6.354387432	0.408792898	17.75465443
GL137_UP	4.481142062	138	0.285276558	0.026068299	8.72E-04	0.034154869	0.018821521	0.044597092	0.113299308	0.005241555	0.003118525	0.010096777	0.018146212	0.027893988	2.68E-04	0.027929778	7.94E-04	0	0.081187735	0.006652849	0.004587589	0.088906354	0.022048612	0.080164667	0.094480886	4.59E-05	0.006048981	0.085911465	0.289258173	1.88E-04	0.019700046	0.45795498	0.057603065	0.059964337	0.023371347	0.113987326	0.190793024	0.228589947	0.001409601	0.01454068	0.125535693	0.048434479	0.025475767	0.157437715	0.027661146	1.87E-02	0.057187588	0.002780319	0.005980018	0	1	0	0	4.702650033	844	Kirghizistan	-1.386294361	2.368372834	2.53449015	4.984975547	5.08202529	2.15278331	41.79245	77.73531	8.339142501	8.488896592	8.410053316	0.916290732	-0.693147181	-0.122167634	-0.798507696	0.746476077	-3.186961522	-0.723606388	4.457945466	6.041610934	0.852285402	17.39492202
GL139_DN	5.041865066	220	0.217590403	0.026530347	0.006169251	0.036561634	0.014104801	0.06666955	0.113038514	0.00734366	0.007363296	0.019114325	0.019400309	0.024074425	0.004379107	0.03069474	2.62E-04	4.63E-04	0.085248236	0.010469347	7.06E-04	0.122449529	0.010245339	0.061557004	0.109022936	0.00273049	0.022537492	0.066162278	0.219514207	0.001663886	0.020180761	0.563815429	0.018949928	0.047696381	0.039479637	0.129843685	0.180045221	0.228862234	0.002384753	0.019835916	0.128707325	0.033901479	0.020394515	0.166920913	0.018463132	2.02E-02	0.059721629	0.007945428	0.002772109	0.835108235	3	1.142505477	4	5.769467089	983	Kirghizistan	2.446685437	2.360382192	2.346601978	4.986342602	5.53417969	1.223635128	41.81778	77.79695	8.358783455	8.467687772	8.428361978	6.788408521	5.43153621	-1.931021537	-0.967584026	-0.891598119	-3.513327224	0.288931292	3.023833704	6.208368674	0.654925968	17.66780132
GL139_UP	4.752735637	200	0.2540148	0.023524153	0.002515542	0.03503403	0.016665778	0.063642679	0.117582789	0.010156308	0.010837163	0.017411099	0.020385319	0.019933585	0.001142156	0.031847201	8.04E-04	1.37E-06	0.080345632	0.006932509	0.001881126	0.118954318	0.010379203	0.063991495	0.085742377	4.90E-04	0.025137734	0.126401759	0.206286811	0.002267478	0.020505556	0.495713578	0.022372352	0.059855016	0.041459716	0.11508772	0.173307965	0.203101519	0.002543197	0.02338014	0.156480538	0.034212411	0.021302356	0.179508386	0.023119409	1.79E-02	0.06062765	0.003700511	0.003449632	1.7841135	7	2.142470677	10	5.2663414	979	Kirghizistan	0.667829373	2.391328303	2.494856981	4.983606622	4.989071116	0.984662024	41.81778	77.79695	8.358783455	8.467687772	8.428361978	4.085976313	3.314186005	-1.931021537	-0.210721031	-1.644909662	-1.846608237	0.117783036	2.705379973	6.210539834	-0.486133011	17.35047789
GL13_Down	4.648449618	212	0.203617711	0.022149748	0.005325912	0.036171026	0.019415089	0.066867598	0.119166475	0.029895025	0.004332025	0.01670597	0.013187637	0.030513632	0.002480066	0.027751401	0.001360086	3.82E-04	0.058549627	0.009873487	6.24E-04	0.119002193	0.011140043	0.065466463	0.131584315	0.001022016	0.008619559	0.03970896	0.279723749	9.20E-04	0.007878212	0.48553405	0.016799672	0.137678476	0.023137285	0.125877079	0.190320103	0.206768555	6.87E-04	0.019253604	0.128785757	0.032325075	0.020745821	0.19221352	0.022136711	9.54E-03	0.053367445	0.00440864	0.003015593	1.604549352	5	1.201322562	7	5.235173232	774	New_Zealand	-0.051293294	2.172476408	2.732417558	4.984291319	1.960094784	1.515127233	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	5.486869473	3.979681654	0.596085468	-0.579818495	1.232560261	-4.794443249	NA	NA	NA	NA	17.98015233
GL13_DownB	4.697602065	227	0.204510136	0.022198127	0.005388632	0.036537241	0.019747814	0.06741019	0.117729539	0.030827389	0.004494096	0.016499934	0.013222774	0.030991662	0.002520464	0.02789763	0.001288137	3.76E-04	0.057788097	0.009880923	5.74E-04	0.119552046	0.010984079	0.065935995	0.129141313	0.001136479	0.009369815	0.040402719	0.280954885	9.16E-04	0.008044188	0.484283014	0.017404152	0.135616369	0.023008949	0.126051745	0.190176004	0.206090067	6.71E-04	0.019333422	0.129445548	0.032196885	0.021056061	0.19231707	0.021781978	1.23E-02	0.053136151	0.004532958	0.003087605	1.604987422	5	1.27980242	8	5.253198899	854	New_Zealand	-0.051293294	2.172476408	2.732417558	4.984291319	1.960094784	1.515127233	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	5.486869473	3.979681654	0.596085468	-0.579818495	1.232560261	-4.794443249	NA	NA	NA	NA	17.98015233
GL13_Up	4.43359752	186	0.210957922	0.020596461	0.003901724	0.033670687	0.019626904	0.067654257	0.120519065	0.032142305	0.003198214	0.013549532	0.01219263	0.030866794	0.00224473	0.028775026	0.001015355	3.13E-04	0.052971689	0.009617648	7.97E-04	0.116636837	0.012545874	0.069833238	0.132096805	7.73E-04	0.005542221	0.038356328	0.25108062	4.61E-04	0.010608959	0.485707485	0.021376569	0.171041327	0.015825505	0.120968558	0.193170358	0.205254953	5.29E-04	0.014533078	0.128099683	0.033770827	0.021866549	0.198062834	0.025486929	1.22E-02	0.049913375	0.004509696	0.003713051	1.360729279	4	1.15824093	7	5.200163256	715	New_Zealand	-0.287682072	2.179286877	2.712706013	4.967031657	2.251291799	1.599387577	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	2.917770732	2.251291799	0.596085468	-0.510825624	1.16938136	-4.05961177	1.923518459	1.294727168	2.289499853	NA	18.0642188
GL13_UpB	4.568664298	215	0.211256456	0.021640373	0.004026774	0.034077811	0.019959527	0.069242999	0.121052117	0.031626338	0.003586785	0.014273326	0.011930628	0.031360298	0.002207121	0.028355925	0.001072723	3.06E-04	0.050754371	0.009497304	8.02E-04	0.11652946	0.012994794	0.07010895	0.128972598	9.06E-04	0.006423254	0.040223772	0.256143846	5.56E-04	0.011285177	0.487593146	0.023389699	0.158013758	0.016371296	0.121936414	0.192688575	0.206845771	5.62E-04	0.01531953	0.128022564	0.033231678	0.021436758	0.197446818	0.024636934	1.26E-02	0.049652833	0.00449358	0.003600131	1.88132977	7	1.425602301	10	5.30346012	943	New_Zealand	-0.287682072	2.179286877	2.712706013	4.967031657	2.251291799	1.599387577	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	2.917770732	2.251291799	0.596085468	-0.510825624	1.16938136	-4.05961177	1.923518459	1.294727168	2.289499853	NA	18.0642188
GL140_4	3.978928219	95	0.198315209	0.019498233	0.004392667	0.033083838	0.018659337	0.064581373	0.14568313	0.010997024	0.005861661	0.03453373	0.011414651	0.028581363	0.002688757	0.030735969	5.07E-04	1.62E-04	0.044505597	0.009312821	2.42E-04	0.125477842	0.020026224	0.057921377	0.128700636	9.98E-04	0.018094526	0.143664376	0.142938579	2.37E-05	0.027435967	0.588427134	0.004092985	0.068307056	0.007015724	0.121208375	0.204712763	0.227076622	0.001179274	0.016323853	0.112960267	0.024085312	0.017396431	0.186485513	0.024993513	3.19E-02	0.050546835	0.00957391	0.003137924	1.491697553	6	0	1	5.560544126	1054	Uganda	-0.162518929	2.149433913	2.471483629	4.999237249	2.292534757	1.816452082	0.3757	29.8781	8.510873263	8.557278915	8.536014946	4.460144414	3.020424886	-3.352407217	-0.061875404	-2.813410717	0.491222835	-0.229413164	2.742773637	5.124321059	0.685618914	NA
GL140_5	1.952435681	9	0.195908195	0.020017869	0.004413836	0.033042543	0.018441844	0.065815606	0.144401189	0.010991903	0.005836027	0.035075784	0.011118107	0.028798197	0.002662121	0.031252983	5.07E-04	1.59E-04	0.045202968	0.00899677	2.40E-04	0.125769441	0.019889945	0.058794271	0.128555817	0.001055975	0	0	0.003962518	0	0	0.820369154	0.005446356	0.170221973	0	0.120743893	0.20411234	0.226698268	0.001107435	0.016491608	0.112671649	0.023798905	0.016874845	0.189132383	0.024979546	3.76E-02	0.050407285	0.009518105	0.003087424	1.445601064	6	0	1	5.56701305	1090	Uganda	-0.162518929	2.149433913	2.471483629	4.999237249	2.292534757	1.816452082	0.3757	29.8781	8.510873263	8.557278915	8.536014946	4.460144414	3.020424886	-3.352407217	-0.061875404	-2.813410717	0.491222835	-0.229413164	2.742773637	5.124321059	0.685618914	NA
GL140_6	3.988390938	98	0.197881176	0.020266897	0.0045324	0.032455083	0.018647154	0.064108029	0.143827881	0.011381131	0.005857231	0.036148503	0.01130539	0.028225661	0.002883556	0.030696221	4.31E-04	1.68E-04	0.043642296	0.009138988	2.60E-04	0.126926749	0.020632875	0.059666534	0.126799007	9.69E-04	0.019508275	0.141733952	0.14420294	3.00E-05	0.028428812	0.58554906	0.00408769	0.069539992	0.006919277	0.12084982	0.206295977	0.22912346	0.001204934	0.016263196	0.110463214	0.024332507	0.017231959	0.184348753	0.025280369	3.45E-02	0.051227342	0.009728837	0.003305016	1.449788847	6	0	1	5.528488849	999	Uganda	-0.162518929	2.149433913	2.471483629	4.999237249	2.292534757	1.816452082	0.3757	29.8781	8.510873263	8.557278915	8.536014946	4.460144414	3.020424886	-3.352407217	-0.061875404	-2.813410717	0.491222835	-0.229413164	2.742773637	5.124321059	0.685618914	NA
GL140_1	4.190937515	130	0.211879982	0.033418037	0.001665023	0.035248271	0.023555364	0.062878432	0.136057219	0.023624951	0.004858206	0.019819143	0.011637807	0.033665168	0.001812758	0.030410725	2.81E-04	6.04E-05	0.038116844	0.009812277	0.003499089	0.118520682	0.018248317	0.064576535	0.113754359	2.34E-04	0.011083446	0.052527289	0.154552713	1.60E-04	0.122222975	0.478606459	0.029991846	0.145127988	0.005727224	0.115778816	0.220426568	0.211901687	0.001106442	0.011508653	0.112738851	0.030188228	0.017580428	0.201190933	0.019335001	1.67E-02	0.048407553	0.006535158	0.003135121	0.88360115	11	0.154994965	8	5.159112424	1115	Uganda	-0.798507696	2.199887695	2.452727751	4.971894466	2.360854001	2.136530509	0.3757	29.8781	8.510873263	8.557278915	8.536014946	3.772760938	2.917770732	-3.352407217	-0.061875404	-2.813410717	-0.962346464	-0.005012542	2.32238772	5.175471537	1.073294481	NA
GL140_2	4.195157002	138	0.207553849	0.023026077	0.00271701	0.030874138	0.019277763	0.05919281	0.150767042	0.01307445	0.006045275	0.028217201	0.009227742	0.028181919	0.001512842	0.030248325	3.95E-04	9.77E-05	0.034796794	0.011775895	8.91E-04	0.107914364	0.020190313	0.070045006	0.140209283	4.72E-04	0.023068184	0.096126208	0.143467298	1.98E-05	0.039649396	0.557291273	0.009735097	0.124075462	0.006567313	0.116423426	0.207807554	0.224380677	0.00102672	0.012172216	0.128419823	0.027535507	0.017816454	0.18697834	0.021751363	1.37E-02	0.045155276	0.007254029	0.00314125	0.960180702	11	0.087400439	4	5.186790054	1127	Uganda	-0.798507696	2.199887695	2.452727751	4.971894466	2.360854001	2.136530509	0.3757	29.8781	8.510873263	8.557278915	8.536014946	3.772760938	2.917770732	-3.352407217	-0.061875404	-2.813410717	-0.962346464	-0.005012542	2.32238772	5.175471537	1.073294481	NA
GL140_3	4.064387906	116	0.204635471	0.022901334	0.003278991	0.031001266	0.018012062	0.061947188	0.15646181	0.01535809	0.006066197	0.026969553	0.00897412	0.025433161	0.00187059	0.027882157	4.69E-04	1.28E-04	0.039340296	0.012051124	0.001121216	0.109475437	0.020260736	0.061168643	0.140809235	6.24E-04	0.011561559	0.080955769	0.127890179	2.77E-05	0.032581075	0.607407942	0.009143677	0.125524817	0.004907253	0.11593838	0.204546141	0.218355371	0.001061012	0.010896442	0.127930457	0.027023761	0.018406849	0.199441583	0.021869539	2.44E-02	0.044496791	0.006718326	0.00307115	0.917176452	11	0.112231509	3	5.397899983	1080	Uganda	-0.798507696	2.199887695	2.452727751	4.971894466	2.360854001	2.136530509	0.3757	29.8781	8.510873263	8.557278915	8.536014946	3.772760938	2.917770732	-3.352407217	-0.061875404	-2.813410717	-0.962346464	-0.005012542	2.32238772	5.175471537	1.073294481	NA
GL14_Down	4.238028726	119	0.190414389	0.023546056	0.001550835	0.029151079	0.025340698	0.072902088	0.136950616	0.014395254	0.003700397	0.010685293	0.017773327	0.028700203	9.91E-04	0.024472627	2.35E-05	1.61E-04	0.063331764	0.011641908	9.48E-04	0.115413096	0.013492135	0.059798455	0.151736567	0.001380546	0.002610508	0.064107627	0.163227359	3.99E-05	0.011191243	0.570387472	0.050574714	0.116520525	0.021340624	0.123719148	0.189518283	0.21818505	4.65E-04	0.011534672	0.127515002	0.030377954	0.021789872	0.193624094	0.030007947	1.52E-02	0.044956496	0.003100968	0.005053516	0	0	1.559062263	5	4.116591181	441	New_Zealand	1.599387577	2.117459609	2.69934576	4.980863136	1.547562509	-2.995732274	-44.7543	167.9833	7.355321563	7.770434241	7.652545693	5.997695097	5.589119566	-1.187443502	-1.237874356	0.157003749	-2.643039209	NA	NA	NA	NA	17.60882193
GL14_Up	4.064911374	97	0.196796495	0.023057049	0.001689421	0.02768287	0.023037746	0.070414332	0.138390365	0.012181018	0.003640031	0.011074093	0.018744172	0.027064666	9.98E-04	0.024438839	2.35E-05	1.34E-04	0.06860502	0.011349755	9.39E-04	0.116770201	0.012736865	0.058663009	0.148561412	0.001494082	0.002800088	0.066511808	0.153256345	3.86E-05	0.012169216	0.568758525	0.04811836	0.130283288	0.018063726	0.11975323	0.192135588	0.210677062	5.11E-04	0.010953833	0.129298936	0.030919879	0.022273735	0.201206827	0.031690139	1.23E-02	0.041913282	0.003375256	0.005167816	0	0	1.341608297	4	3.987250565	459	New_Zealand	1.238374231	2.138889	2.725890119	4.981549713	1.547562509	-2.995732274	-44.7543	167.9833	7.355321563	7.770434241	7.652545693	5.734958092	5.49100171	-1.187443502	-1.049822124	-0.051293294	-1.897257441	1.765586595	3.263849191	2.136530509	NA	17.87091524
GL15_Down	4.277168149	147	0.199475655	0.021876606	0.002255445	0.025043377	0.017331195	0.066151484	0.134210052	0.01982505	0.003888453	0.014197317	0.016457096	0.027132409	0.001628265	0.02535659	1.29E-04	1.75E-04	0.06946475	0.010823448	2.45E-04	0.115109473	0.011941383	0.060427372	0.152777354	0.001531821	0.002734253	0.056185356	0.169890065	4.24E-05	0.014712824	0.549361866	0.025092972	0.163798128	0.018182134	0.122270592	0.206671559	0.198760346	5.40E-04	0.011117206	0.121627455	0.03406353	0.022722623	0.190571231	0.032540452	6.84E-03	0.051528516	0.002831184	0.00468646	1.477168359	6	1.939672735	10	4.463138725	747	New_Zealand	0.500775288	2.161021529	2.738902665	4.97397131	2.370243741	0.223143551	-44.6121	168.0221	7.341159756	8.037381621	7.74109909	4.051784948	4.051784948	0.473123757	-0.385662481	0.90825856	-3.331265767	NA	NA	NA	NA	16.10641535
GL15_Up	4.404364861	142	0.197878029	0.022741737	0.002549964	0.026870655	0.017081078	0.067581519	0.136103505	0.020384235	0.003982353	0.014942216	0.015718476	0.027234024	0.001927435	0.024559579	2.46E-04	2.28E-04	0.074922126	0.010968629	4.46E-04	0.112406433	0.012654162	0.057249156	0.147068973	0.001450418	0.003179789	0.057043524	0.198822871	5.04E-05	0.01411271	0.560293684	0.021747402	0.126983902	0.017765679	0.122296876	0.217121612	0.201621938	5.25E-04	0.01470418	0.115138019	0.034632677	0.023152441	0.175365544	0.031849585	7.38E-03	0.056036427	0.003202904	0.004278739	1.447084285	5	1.950559807	9	4.332994552	754	New_Zealand	0.371563556	2.145931283	2.732417558	4.969118614	2.360854001	-0.162518929	-44.6121	168.0221	7.341159756	8.037381621	7.74109909	3.314186005	3.349904087	0.473123757	-0.385662481	0.90825856	-5.714154377	2.213207282	3.228826156	3.636796374	NA	16.03183372
GL16_Down	4.89005394	201	0.232636363	0.02246165	0.003103477	0.039688859	0.017761495	0.066751715	0.119771035	0.015301005	0.006880336	0.013229969	0.010620015	0.027972047	0.004016353	0.028774332	3.29E-04	3.31E-04	0.030915631	0.010741115	7.99E-04	0.12627018	0.015207957	0.069481403	0.13204198	9.96E-04	0.011127932	0.050495962	0.257475863	0.001879223	0.015588044	0.492443942	0.022862596	0.099197625	0.048928813	0.123223208	0.187053564	0.224293589	0.001590052	0.017572694	0.116989571	0.036328171	0.019826041	0.191361997	0.021259487	1.91E-02	0.048807955	0.008720974	0.00278121	1.306685812	7	1.947076843	12	5.406057027	997	New_Zealand	1.599387577	2.290512512	2.672077541	4.979488565	4.581901559	-0.798507696	-43.7869	170.0587	7.674385236	7.900451342	7.802618063	7.060047089	6.579945415	-1.864330162	-2.302585093	0.678033543	-3.066628262	NA	NA	NA	NA	16.40149835
GL16_UP	4.922911081	218	0.231911668	0.02268786	0.002706202	0.039917163	0.017877777	0.062918187	0.118132265	0.016202625	0.005727506	0.012614254	0.011661694	0.028327108	0.003651042	0.026958164	3.54E-04	2.84E-04	0.036029148	0.010795489	9.52E-04	0.12370312	0.015187887	0.070188728	0.135962144	9.44E-04	0.006730886	0.051941319	0.248027942	0.001946157	0.016436725	0.490876111	0.024298261	0.110517428	0.049225171	0.121640893	0.189597094	0.221214024	0.001565452	0.015711935	0.119490605	0.035331299	0.021331536	0.192290853	0.022281691	1.76E-02	0.048653561	0.007840744	0.002874067	0.977356647	4	2.02687224	12	5.315071858	1065	New_Zealand	1.749199855	2.292534757	2.644044871	4.973279508	4.564348191	-0.287682072	-43.7869	170.0587	7.674385236	7.900451342	7.802618063	6.810693566	6.407704728	-1.864330162	-2.040220829	0.378436436	-2.85124056	1.712896621	3.042138646	2.866192902	NA	16.85123191
GL17_Down	4.890997539	225	0.216690003	0.023421987	0.004659304	0.038874419	0.017704336	0.072472183	0.111562532	0.027642728	0.004551989	0.014284462	0.015045697	0.02983382	0.005368871	0.030065087	6.46E-04	7.34E-04	0.052840725	0.009551399	3.23E-04	0.116875793	0.014997947	0.074091092	0.112359408	0.001505063	0.020149639	0.041732448	0.281733846	0.001449384	0.011606735	0.515511508	0.026025888	0.077681674	0.024108878	0.130747631	0.181891524	0.215938052	0.001126342	0.020074615	0.12299766	0.034608712	0.02043279	0.188770952	0.021414717	1.82E-02	0.052885708	0.005253337	0.003676094	1.749176006	6	1.884733837	12	5.376529288	851	New_Zealand	1.93874166	2.270061901	2.629728234	4.959342	3.265759411	2.818398258	-43.6853	170.0768	7.525370397	7.890395391	7.724004657	7.043596502	6.433743628	-0.703197516	-0.776528789	0.139761942	-6.091483797	NA	NA	NA	NA	15.60565352
GL17_Up	4.82232201	228	0.200509928	0.021987648	0.00762719	0.039554997	0.017103987	0.07165068	0.100668007	0.035394395	0.00394428	0.017538653	0.01730245	0.032794754	0.00594321	0.029550624	0.001449295	0.001190868	0.068429149	0.008885722	3.00E-04	0.111152372	0.015325276	0.075727513	0.110101198	0.001850324	0.024198714	0.036595443	0.300096407	9.85E-04	0.008371586	0.495433726	0.026336226	0.080862379	0.02712075	0.133669685	0.180125376	0.216880205	8.38E-04	0.020329209	0.124276432	0.034665534	0.019410906	0.185007484	0.022098285	1.57E-02	0.053977181	0.004599168	0.003965594	2.065517436	10	2.351236426	17	5.362082084	867	New_Zealand	1.78339122	2.256541154	2.651127054	4.979488565	3.063390922	3.137665769	-43.6853	170.0768	7.525370397	7.890395391	7.724004657	6.394426525	5.972536537	-0.744440475	-0.46203546	-0.223143551	-5.91898055	1.730770198	3.200711854	2.171336806	NA	15.68258609
GL22_DN	4.750620454	217	0.197687034	0.019043154	0.002740778	0.03475867	0.017598314	0.060697825	0.118413377	0.018321992	0.004070079	0.014707356	0.026297948	0.030178342	0.016631997	0.026850071	0.001161792	2.95E-04	0.08108242	0.010355985	6.85E-04	0.127735729	0.008296921	0.066408252	0.111425156	0.001443983	0.029533506	0.057254597	0.155606094	4.35E-04	0.00902705	0.597780416	0.017858594	0.096041179	0.036463191	0.11815877	0.182977339	0.222134215	0.00126687	0.01293303	0.139011396	0.035866498	0.019884328	0.190421903	0.02305067	9.16E-03	0.0465695	0.003531053	0.004102792	0	1	0	1	5.268558079	939	Alps	1.558144618	2.398803951	2.60046499	4.994505912	5.094976443	4.944139303	45.916	7.2673	7.895622209	8.318864196	8.14815644	6.880897825	4.283586562	0.680568398	-1.30933332	2.09679018	-4.168296467	0.281412459	3.681099267	5.297066585	0.479334957	NA
GL22_UP	4.987402724	219	0.226574259	0.019339472	0.002183336	0.043496471	0.019233567	0.077455135	0.093746807	0.025364022	0.003010331	0.014946783	0.020657614	0.035649486	0.018592693	0.028466482	0.005580522	2.30E-04	0.085660354	0.007813467	4.14E-04	0.104080416	0.010478001	0.063527023	0.088098183	0.001166086	0.015692502	0.055302672	0.221915447	3.20E-04	0.015510198	0.564845679	0.032387137	0.064518078	0.02950828	0.113893569	0.182467588	0.214613424	0.001683839	0.017147851	0.123444273	0.035709246	0.019829871	0.186569499	0.026104852	8.83E-03	0.070650782	0.003196705	0.004600184	0.679005895	2	0.667848033	2	5.39896988	1050	Alps	-1.386294361	2.426571073	2.651127054	4.952299717	4.791649753	5.461073768	45.916	7.2673	7.895622209	8.318864196	8.14815644	4.337290741	2.917770732	0.680568398	-0.776528789	1.526056303	-5.940431187	0.734768855	3.947583181	5.374166679	0.976444655	NA
GL24_DN	5.072271289	243	0.204251253	0.02389402	0.005180141	0.035957973	0.017662572	0.063530826	0.126098431	0.014168125	0.006013848	0.01865865	0.016583834	0.031069419	0.006767109	0.03004235	0.001622541	5.20E-04	0.059550393	0.010705649	6.59E-04	0.121379952	0.011225006	0.076073617	0.112593826	0.002407916	0.016773244	0.055616099	0.194803764	0.002072037	0.011056206	0.610152576	0.014820767	0.04932028	0.045385027	0.124237553	0.182584029	0.218371907	0.001679218	0.019039516	0.132229816	0.029317429	0.018301079	0.195483243	0.019672286	1.06E-02	0.050710463	0.005234562	0.003032551	2.171886321	15	2.166420894	10	5.801607687	1345	Alps	0.667829373	2.354228326	2.636912173	4.983606622	4.346399457	4.540631665	46.0014	7.6508	7.84326023	8.387198395	8.111628078	6.285066562	4.324132656	2.679993603	-0.579818495	3.307252935	-3.571639962	0.034401427	2.926917958	5.141546591	0.368109322	16.98327506
